Section,Index,Actual_ClosePrice,Predicted_ClosePrice,Reconstruction_Error,Scaled_Reconstruction_Error,iFMII_linear,iFMII_rank_linear,p_value_linear,Best_k,RMSE,Scaled_RMSE,iFMII_rank_nonlinear,p_value_nonlinear,iFMII_nonlinear,ip_value
35,19,9.25,9.148918299636732,0.0102175101483295,1.021751014832959,4.917859673964982,4.0,0.0459770114942528,10.0,0.1969786987461766,0.0976505150713438,32.0,0.7441860465116279,,0.39508152900294036
36,19,9.79,9.580010546840366,0.0440955704382815,4.4095570438281575,4.4095570438281575,13.0,0.1494252873563218,10.0,0.5809732645123358,0.3508894478073406,6.0,0.1395348837209302,,0.144480085538626
37,15,9.25,9.179330181354349,0.0049942232674092,0.4994223267409252,2.4299265159281798,38.0,0.4367816091954023,9.0,0.4909796956496091,0.2915399742375019,11.0,0.2558139534883721,,0.3462977813418872
37,16,9.6,9.316772083875952,0.0802180524719706,8.021805247197069,2.4299265159281798,38.0,0.4367816091954023,9.0,0.4909796956496091,0.2915399742375019,11.0,0.2558139534883721,,0.3462977813418872
37,17,9.79,9.679509816493802,0.0122080806512331,1.220808065123316,2.4299265159281798,38.0,0.4367816091954023,9.0,0.4909796956496091,0.2915399742375019,11.0,0.2558139534883721,,0.3462977813418872
37,18,9.97,9.81687487004069,0.0234473054250556,2.3447305425055625,2.4299265159281798,38.0,0.4367816091954023,9.0,0.4909796956496091,0.2915399742375019,11.0,0.2558139534883721,,0.3462977813418872
37,19,9.59,9.61507317253042,0.0006286639807402,0.0628663980740256,2.4299265159281798,38.0,0.4367816091954023,9.0,0.4909796956496091,0.2915399742375019,11.0,0.2558139534883721,,0.3462977813418872
38,19,9.8,10.047175915044535,0.0610959329781039,6.109593297810393,6.109593297810393,3.0,0.0344827586206896,10.0,0.3084808882891784,0.1711846168398357,23.0,0.5348837209302325,,0.28468323977546106
39,15,10.32,10.008584399330486,0.0969796763403544,9.697967634035445,3.627051442263309,16.0,0.1839080459770115,9.0,0.5551359222294738,0.3338500895252989,7.0,0.1627906976744186,,0.17334937182571503
39,16,9.8,10.011462934254164,0.0447165725633812,4.47165725633812,3.627051442263309,16.0,0.1839080459770115,9.0,0.5551359222294738,0.3338500895252989,7.0,0.1627906976744186,,0.17334937182571503
39,17,9.98,9.969828578158412,0.0001034578222795,0.0103457822279552,3.627051442263309,16.0,0.1839080459770115,9.0,0.5551359222294738,0.3338500895252989,7.0,0.1627906976744186,,0.17334937182571503
39,18,9.9,10.03956339934712,0.0194779424373236,1.947794243732361,3.627051442263309,16.0,0.1839080459770115,9.0,0.5551359222294738,0.3338500895252989,7.0,0.1627906976744186,,0.17334937182571503
39,19,9.68,9.53831399875137,0.0200749229498266,2.0074922949826672,3.627051442263309,16.0,0.1839080459770115,9.0,0.5551359222294738,0.3338500895252989,7.0,0.1627906976744186,,0.17334937182571503
40,16,9.98,9.961303168591488,0.0003495715047183,0.034957150471839,0.9605224462755309,57.0,0.6551724137931034,9.0,0.4334748086470917,0.2536163224207997,15.0,0.3488372093023256,,0.5020048115477145
40,17,9.9,10.028982193295551,0.0166364061873312,1.6636406187331296,0.9605224462755309,57.0,0.6551724137931034,9.0,0.4334748086470917,0.2536163224207997,15.0,0.3488372093023256,,0.5020048115477145
40,18,9.68,9.538577087878249,0.0200004400729969,2.0000440072996994,0.9605224462755309,57.0,0.6551724137931034,9.0,0.4334748086470917,0.2536163224207997,15.0,0.3488372093023256,,0.5020048115477145
40,19,9.76,9.797874530835042,0.0014344800859745,0.1434480085974555,0.9605224462755309,57.0,0.6551724137931034,9.0,0.4334748086470917,0.2536163224207997,15.0,0.3488372093023256,,0.5020048115477145
41,19,10.03,10.011683218143968,0.0003355044975614,0.0335504497561492,0.0335504497561492,87.0,1.0,10.0,0.4474550160928772,0.2628360695959576,12.0,0.2790697674418604,,0.6395348837209303
42,19,9.66,9.992156228008454,0.1103277598048042,11.032775980480425,11.032775980480425,1.0,0.0114942528735632,8.0,0.5490263741343898,0.3298209298000529,8.0,0.1860465116279069,,0.09877038225073505
43,18,9.8,9.871171160159731,0.005065334038482,0.5065334038482004,0.4058864196591324,69.0,0.7931034482758621,2.0,0.1614799204392804,0.0742395776953587,34.0,0.7906976744186046,,0.7919005613472334
43,19,9.7,9.755248478302128,0.0030523943547006,0.3052394354700645,0.4058864196591324,69.0,0.7931034482758621,2.0,0.1614799204392804,0.0742395776953587,34.0,0.7906976744186046,,0.7919005613472334
